n_training_samples,n_test_samples,significance_threshold,true_positive_rate,false_negative_rate,true_negative_rate,false_positive_rate
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.0,1.0
1000,100,10.0,1.0,0.0,0.26,0.74
1000,100,11.0,1.0,0.0,0.72,0.28
1000,100,12.0,1.0,0.0,1.0,0.0
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,0.98,0.02,1.0,0.0
1000,100,19.0,0.98,0.02,1.0,0.0
1000,100,20.0,0.74,0.26,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.34,0.66
1000,100,11.0,1.0,0.0,0.8,0.2
1000,100,12.0,0.94,0.06,0.98,0.02
1000,100,13.0,0.7,0.3,1.0,0.0
1000,100,14.0,0.24,0.76,1.0,0.0
1000,100,15.0,0.1,0.9,1.0,0.0
1000,100,16.0,0.02,0.98,1.0,0.0
1000,100,17.0,0.0,1.0,1.0,0.0
1000,100,18.0,0.0,1.0,1.0,0.0
1000,100,19.0,0.0,1.0,1.0,0.0
1000,100,20.0,0.0,1.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.0,1.0
1000,100,10.0,1.0,0.0,0.16,0.84
1000,100,11.0,1.0,0.0,0.68,0.32
1000,100,12.0,1.0,0.0,0.94,0.06
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.4,0.6
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.26,0.74
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.0,1.0
1000,100,10.0,1.0,0.0,0.22,0.78
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,0.96,0.04,1.0,0.0
1000,100,16.0,0.66,0.34,1.0,0.0
1000,100,17.0,0.38,0.62,1.0,0.0
1000,100,18.0,0.06,0.94,1.0,0.0
1000,100,19.0,0.0,1.0,1.0,0.0
1000,100,20.0,0.0,1.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.22,0.78
1000,100,11.0,1.0,0.0,0.7,0.3
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.32,0.68
1000,100,11.0,1.0,0.0,0.86,0.14
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.3,0.7
1000,100,11.0,1.0,0.0,0.66,0.34
1000,100,12.0,1.0,0.0,0.94,0.06
1000,100,13.0,0.86,0.14,1.0,0.0
1000,100,14.0,0.48,0.52,1.0,0.0
1000,100,15.0,0.18,0.82,1.0,0.0
1000,100,16.0,0.0,1.0,1.0,0.0
1000,100,17.0,0.0,1.0,1.0,0.0
1000,100,18.0,0.0,1.0,1.0,0.0
1000,100,19.0,0.0,1.0,1.0,0.0
1000,100,20.0,0.0,1.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.0,1.0
1000,100,10.0,1.0,0.0,0.32,0.68
1000,100,11.0,1.0,0.0,0.8,0.2
1000,100,12.0,1.0,0.0,1.0,0.0
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,0.98,0.02,1.0,0.0
1000,100,19.0,0.78,0.22,1.0,0.0
1000,100,20.0,0.4,0.6,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.22,0.78
1000,100,11.0,1.0,0.0,0.72,0.28
1000,100,12.0,1.0,0.0,0.9,0.1
1000,100,13.0,1.0,0.0,0.98,0.02
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.0,1.0
1000,100,10.0,1.0,0.0,0.3,0.7
1000,100,11.0,1.0,0.0,0.78,0.22
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,0.86,0.14,1.0,0.0
1000,100,19.0,0.56,0.44,1.0,0.0
1000,100,20.0,0.22,0.78,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.32,0.68
1000,100,11.0,1.0,0.0,0.78,0.22
1000,100,12.0,0.98,0.02,0.96,0.04
1000,100,13.0,0.9,0.1,1.0,0.0
1000,100,14.0,0.58,0.42,1.0,0.0
1000,100,15.0,0.22,0.78,1.0,0.0
1000,100,16.0,0.02,0.98,1.0,0.0
1000,100,17.0,0.0,1.0,1.0,0.0
1000,100,18.0,0.0,1.0,1.0,0.0
1000,100,19.0,0.0,1.0,1.0,0.0
1000,100,20.0,0.0,1.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.32,0.68
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.94,0.06
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.2,0.8
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.26,0.74
1000,100,11.0,1.0,0.0,0.72,0.28
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.0,1.0
1000,100,10.0,1.0,0.0,0.26,0.74
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,1.0,0.0
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.32,0.68
1000,100,11.0,1.0,0.0,0.7,0.3
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.34,0.66
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.32,0.68
1000,100,11.0,1.0,0.0,0.8,0.2
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,0.98,0.02
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,0.98,0.02,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.28,0.72
1000,100,11.0,1.0,0.0,0.7,0.3
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,0.98,0.02,1.0,0.0
1000,100,20.0,0.72,0.28,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.22,0.78
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,1.0,0.0
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.28,0.72
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,1.0,0.0
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.04,0.96
1000,100,10.0,1.0,0.0,0.42,0.58
1000,100,11.0,1.0,0.0,0.82,0.18
1000,100,12.0,0.96,0.04,1.0,0.0
1000,100,13.0,0.76,0.24,1.0,0.0
1000,100,14.0,0.36,0.64,1.0,0.0
1000,100,15.0,0.12,0.88,1.0,0.0
1000,100,16.0,0.0,1.0,1.0,0.0
1000,100,17.0,0.0,1.0,1.0,0.0
1000,100,18.0,0.0,1.0,1.0,0.0
1000,100,19.0,0.0,1.0,1.0,0.0
1000,100,20.0,0.0,1.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,0.74,0.26,0.26,0.74
1000,100,11.0,0.28,0.72,0.7,0.3
1000,100,12.0,0.02,0.98,0.94,0.06
1000,100,13.0,0.0,1.0,1.0,0.0
1000,100,14.0,0.0,1.0,1.0,0.0
1000,100,15.0,0.0,1.0,1.0,0.0
1000,100,16.0,0.0,1.0,1.0,0.0
1000,100,17.0,0.0,1.0,1.0,0.0
1000,100,18.0,0.0,1.0,1.0,0.0
1000,100,19.0,0.0,1.0,1.0,0.0
1000,100,20.0,0.0,1.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.06,0.94
1000,100,10.0,1.0,0.0,0.34,0.66
1000,100,11.0,1.0,0.0,0.74,0.26
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.3,0.7
1000,100,11.0,1.0,0.0,0.72,0.28
1000,100,12.0,1.0,0.0,0.96,0.04
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
1000,100,2.0,1.0,0.0,0.0,1.0
1000,100,3.0,1.0,0.0,0.0,1.0
1000,100,4.0,1.0,0.0,0.0,1.0
1000,100,5.0,1.0,0.0,0.0,1.0
1000,100,6.0,1.0,0.0,0.0,1.0
1000,100,7.0,1.0,0.0,0.0,1.0
1000,100,8.0,1.0,0.0,0.0,1.0
1000,100,9.0,1.0,0.0,0.02,0.98
1000,100,10.0,1.0,0.0,0.26,0.74
1000,100,11.0,1.0,0.0,0.66,0.34
1000,100,12.0,1.0,0.0,0.98,0.02
1000,100,13.0,1.0,0.0,1.0,0.0
1000,100,14.0,1.0,0.0,1.0,0.0
1000,100,15.0,1.0,0.0,1.0,0.0
1000,100,16.0,1.0,0.0,1.0,0.0
1000,100,17.0,1.0,0.0,1.0,0.0
1000,100,18.0,1.0,0.0,1.0,0.0
1000,100,19.0,1.0,0.0,1.0,0.0
1000,100,20.0,1.0,0.0,1.0,0.0
1000,100,1.0,1.0,0.0,0.0,1.0
